Unnamed: 0,Bonus_miles,ID#,clust,cc1_miles,cc2_miles,cc3_miles
1773,31631,1789,3,4,1,1
1774,20203,1790,3,3,1,1
1775,4200,1791,1,1,1,1
1776,2200,1792,1,1,1,1
1777,19198,1793,3,3,1,1
1778,220,1794,1,1,1,1
1779,14786,1795,1,3,1,1
1780,4798,1796,1,1,1,1
1781,34322,1797,3,4,1,1
1782,18012,1798,3,3,1,1
1783,40190,1799,3,4,1,1
1784,8845,1800,1,2,1,1
1785,0,1801,1,1,1,1
1786,66298,1802,3,5,1,1
1787,7927,1803,1,2,1,1
1788,2200,1804,1,1,1,1
1789,18449,1806,3,3,1,1
1790,15641,1807,1,3,1,1
1791,14568,1808,2,1,3,1
1792,1235,1809,1,1,1,1
1793,1625,1810,1,1,1,1
1794,803,1811,1,1,1,1
1795,6016,1812,1,2,1,1
1796,0,1813,1,1,1,1
1797,0,1814,1,1,1,1
1798,1282,1815,1,1,1,1
1799,12999,1816,3,3,1,1
1800,29652,1817,3,3,1,1
1801,30130,1818,3,4,1,1
1802,3206,1819,1,1,1,1
1803,25670,1820,3,3,1,1
1804,0,1821,1,1,1,1
1805,0,1822,1,1,1,1
1806,36165,1823,3,4,1,1
1807,8380,1824,1,1,1,1
1808,2750,1825,1,1,1,1
1809,3147,1826,1,1,1,1
1810,62571,1827,3,5,1,1
1811,1375,1828,1,1,1,1
1812,7000,1829,1,1,1,1
1813,4200,1830,1,1,1,1
1814,5500,1831,1,1,1,1
1815,22498,1832,3,3,1,1
1816,0,1833,1,1,1,1
1817,35532,1834,3,4,1,1
1818,2016,1835,1,1,1,1
1819,21242,1836,3,3,1,1
1820,6978,1837,1,1,1,1
1821,4500,1838,1,1,1,1
1822,18779,1839,1,1,1,1
1823,8183,1840,1,2,1,1
1824,10,1841,1,1,1,1
1825,0,1842,1,1,1,1
1826,0,1843,1,1,1,1
1827,1295,1844,1,1,1,1
1828,11379,1845,1,3,1,1
1829,2125,1846,1,1,1,1
1830,275,1847,1,1,1,1
1831,3664,1848,1,1,1,1
1832,1000,1849,1,1,1,1
1833,12059,1850,1,1,1,1
1834,46593,1851,3,4,1,1
1835,2912,1852,1,1,1,1
1836,14610,1853,1,3,1,1
1837,29219,1854,3,4,1,1
1838,36600,1855,3,4,1,1
1839,4836,1856,1,1,1,1
1840,146201,1857,3,5,1,1
1841,65073,1858,3,5,1,1
1842,29960,1859,3,4,1,1
1843,500,1860,1,1,1,1
1844,0,1861,1,1,1,1
1845,38591,1862,3,4,1,1
1846,67212,1863,0,4,1,1
1847,3993,1864,1,1,1,1
1848,60000,1865,3,5,1,1
1849,38814,1866,3,4,1,1
1850,95,1867,1,1,1,1
1851,31469,1868,3,4,1,1
1852,0,1869,1,1,1,1
1853,7514,1870,1,1,1,1
1854,17500,1871,1,1,1,1
1855,4500,1872,1,1,1,1
1856,380,1873,1,1,1,1
1857,0,1874,1,1,1,1
1858,12667,1875,3,3,1,1
1859,350,1876,1,1,1,1
1860,72345,1877,3,5,1,1
1861,14830,1878,3,3,1,1
1862,21489,1879,1,3,1,1
1863,24918,1880,3,3,1,1
1864,19554,1881,3,4,1,1
1865,0,1882,1,1,1,1
1866,3250,1883,1,1,1,1
1867,12082,1884,3,3,1,1
1868,4081,1885,0,1,1,1
1869,3375,1886,1,1,1,1
1870,12811,1887,1,3,1,1
1871,40585,1888,3,4,1,1
1872,57505,1889,3,5,1,1
1873,1600,1890,1,1,1,1
1874,41359,1891,3,4,1,1
1875,375,1892,1,1,1,1
1876,44771,1893,3,4,1,1
1877,111827,1894,3,5,1,1
1878,132263,1895,4,5,1,4
1879,0,1896,1,1,1,1
1880,3905,1897,1,1,1,1
1881,50602,1898,3,4,1,1
1882,4000,1899,1,1,1,1
1883,36033,1900,3,3,1,1
1884,1900,1901,1,1,1,1
1885,19175,1902,0,1,1,1
1886,4851,1903,1,1,1,1
1887,22713,1904,3,3,1,1
1888,8315,1905,1,2,1,1
1889,0,1906,1,1,1,1
1890,29409,1907,3,3,1,1
1891,0,1908,1,1,1,1
1892,21623,1909,1,1,1,1
1893,39211,1910,3,4,1,1
1894,49893,1911,3,4,1,1
1895,4288,1912,1,1,1,1
1896,589,1913,1,1,1,1
1897,292,1914,1,1,1,1
1898,0,1915,1,1,1,1
1899,67027,1916,3,5,1,1
1900,400,1917,1,1,1,1
1901,2160,1918,1,1,1,1
1902,710,1919,1,1,1,1
1903,500,1920,1,1,1,1
1904,6326,1921,1,1,1,1
1905,13363,1922,1,2,1,1
1906,0,1923,1,1,1,1
1907,20500,1924,3,3,1,1
1908,280,1925,1,1,1,1
1909,15081,1926,3,3,1,1
1910,39260,1927,3,4,1,1
1911,17900,1928,0,1,1,1
1912,1000,1929,1,1,1,1
1913,1250,1930,1,1,1,1
1914,12616,1931,1,3,1,1
1915,245,1932,1,1,1,1
1916,30273,1933,3,4,1,1
1917,105325,1934,4,5,1,3
1918,16314,1935,2,1,3,1
1919,31595,1936,3,4,1,1
1920,37299,1937,3,4,1,1
1921,5582,1938,1,1,1,1
1922,13467,1939,3,3,1,1
1923,43406,1940,3,4,1,1
1924,20715,1941,3,3,1,1
1925,1160,1942,1,1,1,1
1926,6510,1943,1,2,1,1
1927,1750,1944,1,1,1,1
1928,0,1945,1,1,1,1
1929,8142,1946,1,2,1,1
1930,61068,1947,0,5,1,1
1931,4950,1948,1,1,1,1
1932,13480,1949,1,3,1,1
1933,135,1950,1,1,1,1
1934,53412,1951,3,4,1,1
1935,0,1952,1,1,1,1
1936,27516,1953,3,4,1,1
1937,11304,1954,1,3,1,1
1938,923,1955,1,1,1,1
1939,82561,1956,3,5,1,1
1940,3207,1957,1,1,1,1
1941,29461,1958,3,4,1,1
1942,150010,1959,3,5,1,1
1943,38220,1960,3,4,1,1
1944,3318,1961,1,1,1,1
1945,1130,1962,1,1,1,1
1946,95598,1963,4,4,1,5
1947,2250,1964,1,1,1,1
1948,23780,1965,3,3,1,1
1949,26842,1966,3,4,1,1
1950,0,1967,1,1,1,1
1951,8041,1968,1,2,1,1
1952,1413,1969,1,1,1,1
1953,600,1970,1,1,1,1
1954,34019,1971,3,4,1,1
1955,17550,1972,3,3,1,1
1956,13287,1973,3,3,1,1
1957,9866,1974,1,2,1,1
1958,37625,1975,3,4,1,1
1959,7595,1976,1,2,1,1
1960,32709,1977,3,1,1,1
1961,8690,1978,1,1,1,1
1962,0,1979,1,1,1,1
1963,1250,1980,1,1,1,1
1964,0,1981,1,1,1,1
1965,0,1982,1,1,1,1
1966,8125,1983,3,1,1,1
1967,1210,1984,1,1,1,1
1968,3125,1985,1,1,1,1
1969,11289,1986,3,3,1,1
1970,4709,1987,1,1,1,1
1971,500,1988,1,1,1,1
1972,3500,1989,1,1,1,1
1973,0,1990,1,1,1,1
1974,100210,1991,3,5,1,1
1975,30546,1992,3,3,1,1
1976,11961,1993,2,1,2,1
1977,90181,1994,3,5,1,1
1978,2155,1995,1,1,1,1
1979,1134,1996,1,1,1,1
1980,5000,1997,1,1,1,1
1981,100,1998,1,1,1,1
1982,2500,1999,1,1,1,1
1983,7337,2000,1,1,1,1
1984,0,2001,1,1,1,1
1985,0,2002,1,1,1,1
1986,5890,2003,1,1,1,1
1987,34826,2004,0,4,1,1
1988,610,2005,1,1,1,1
1989,2682,2006,1,1,1,1
1990,6589,2007,1,1,1,1
1991,3271,2008,1,1,1,1
1992,28607,2009,3,4,1,1
1993,21957,2010,3,3,1,1
1994,1478,2011,1,1,1,1
1995,2750,2012,1,1,1,1
1996,12700,2013,1,1,1,1
1997,48874,2014,3,4,1,1
1998,0,2015,1,1,1,1
1999,97997,2016,3,5,1,1
2000,3588,2017,1,1,1,1
2001,26933,2018,3,3,1,1
2002,35847,2019,3,4,1,1
2003,19557,2020,3,3,1,1
2004,6000,2021,0,1,1,1
2005,1200,2022,1,1,1,1
2006,17898,2023,2,1,2,1
2007,0,2024,1,1,1,1
2008,1375,2025,1,1,1,1
2009,26465,2026,3,3,1,1
2010,15681,2027,1,3,1,1
2011,2275,2028,1,1,1,1
2012,60609,2029,3,5,1,1
2013,250,2030,1,1,1,1
2014,15000,2031,1,1,1,1
2015,80696,2032,0,4,1,1
2016,14402,2033,1,3,1,1
2017,5535,2034,1,2,1,1
2018,5653,2035,1,1,1,1
2019,38921,2036,3,4,1,1
2020,2750,2037,1,1,1,1
2021,43083,2038,3,4,1,1
2022,4000,2039,1,1,1,1
2023,16273,2040,1,3,1,1
2024,63444,2041,3,5,1,1
2025,17615,2042,3,3,1,1
2026,2000,2043,1,1,1,1
2027,1015,2044,1,1,1,1
2028,500,2045,1,1,1,1
2029,7052,2046,1,1,1,1
2030,6500,2047,1,1,1,1
2031,7230,2048,1,2,1,1
2032,1600,2049,1,1,1,1
2033,28686,2050,3,4,1,1
2034,0,2051,1,1,1,1
2035,3200,2052,1,1,1,1
2036,2250,2053,1,1,1,1
2037,41941,2054,3,4,1,1
2038,635,2055,1,1,1,1
2039,23364,2056,3,3,1,1
2040,2000,2057,1,1,1,1
2041,15148,2058,1,1,1,1
2042,0,2059,1,1,1,1
2043,15530,2060,1,1,1,1
2044,14344,2061,1,3,1,1
2045,821,2062,1,1,1,1
2046,38601,2063,3,4,1,1
2047,13504,2064,2,1,3,1
2048,13981,2065,1,3,1,1
2049,19191,2066,0,1,1,1
2050,0,2067,1,1,1,1
2051,29481,2068,3,4,1,1
2052,13871,2069,3,3,1,1
2053,647,2070,1,1,1,1
2054,590,2071,1,1,1,1
2055,4853,2072,1,1,1,1
2056,21022,2073,3,3,1,1
2057,9120,2074,1,2,1,1
2058,11408,2075,0,1,1,1
2059,23050,2076,1,1,1,1
2060,10085,2077,1,1,1,1
2061,30646,2078,3,4,1,1
2062,0,2079,1,1,1,1
2063,405,2080,1,1,1,1
2064,2010,2081,1,1,1,1
2065,7366,2082,1,2,1,1
2066,40256,2083,1,1,1,1
2067,8000,2084,1,1,1,1
2068,8738,2085,1,2,1,1
2069,69760,2086,3,4,1,1
2070,39680,2087,3,4,1,1
2071,0,2088,1,1,1,1
2072,28969,2089,3,4,1,1
2073,10736,2090,1,3,1,1
2074,34002,2091,3,4,1,1
2075,0,2092,1,1,1,1
2076,500,2093,1,1,1,1
2077,0,2094,1,1,1,1
2078,38118,2095,3,4,1,1
2079,0,2096,1,1,1,1
2080,8636,2097,1,2,1,1
2081,1000,2098,1,1,1,1
2082,3500,2099,1,1,1,1
2083,0,2100,1,1,1,1
2084,260,2101,1,1,1,1
2085,2500,2102,1,1,1,1
2086,300,2103,1,1,1,1
2087,87136,2104,3,5,1,1
2088,5971,2105,1,1,1,1
2089,3700,2106,1,1,1,1
2090,9574,2107,1,2,1,1
2091,0,2108,1,1,1,1
2092,46473,2109,3,4,1,1
2093,11050,2110,1,1,1,1
2094,14575,2111,3,3,1,1
2095,0,2112,1,1,1,1
2096,5427,2113,1,2,1,1
2097,16327,2114,3,3,1,1
2098,950,2115,1,1,1,1
2099,2125,2116,1,1,1,1
2100,24314,2117,1,3,1,1
2101,18479,2118,3,3,1,1
2102,2210,2119,1,1,1,1
2103,500,2120,1,1,1,1
2104,18436,2121,1,3,1,1
2105,63004,2122,3,5,1,1
2106,1000,2123,1,1,1,1
2107,6768,2124,1,1,1,1
2108,4653,2125,1,1,1,1
2109,6000,2126,1,1,1,1
2110,1500,2127,1,1,1,1
2111,16108,2128,1,1,1,1
2112,107645,2129,3,5,1,1
2113,9366,2130,1,1,1,1
2114,15147,2131,1,1,1,1
2115,4639,2132,1,1,1,1
2116,5675,2133,1,1,1,1
2117,0,2134,1,1,1,1
2118,6330,2135,1,1,1,1
2119,0,2136,1,1,1,1
2120,45,2137,1,1,1,1
2121,0,2138,1,1,1,1
2122,4600,2139,1,1,1,1
2123,30850,2140,3,4,1,1
2124,8817,2141,1,2,1,1
2125,50488,2142,3,4,1,1
2126,6100,2143,1,1,1,1
2127,2500,2144,1,1,1,1
2128,3500,2145,1,1,1,1
2129,0,2146,1,1,1,1
2130,15523,2147,3,2,1,1
2131,46771,2148,3,4,1,1
2132,13639,2149,3,3,1,1
2133,73933,2150,3,5,1,1
2134,269,2151,1,1,1,1
2135,10500,2152,1,1,1,1
2136,47286,2153,3,4,1,1
2137,48172,2154,3,4,1,1
2138,9690,2155,1,1,1,1
2139,15750,2156,1,2,1,1
2140,4150,2157,1,1,1,1
2141,0,2158,1,1,1,1
2142,0,2159,1,1,1,1
2143,1070,2160,1,1,1,1
2144,2495,2161,1,1,1,1
2145,29296,2162,3,4,1,1
2146,23628,2163,1,3,1,1
2147,38,2164,1,1,1,1
2148,18907,2165,1,3,1,1
2149,10500,2166,1,1,1,1
2150,9124,2167,1,2,1,1
2151,38490,2168,0,3,1,1
2152,500,2169,1,1,1,1
2153,6454,2170,0,1,1,1
2154,0,2171,1,1,1,1
2155,7048,2172,1,2,1,1
2156,1500,2173,1,1,1,1
2157,21845,2174,3,3,1,1
2158,500,2175,1,1,1,1
2159,870,2176,1,1,1,1
2160,7000,2177,1,1,1,1
2161,4700,2178,1,1,1,1
2162,35464,2179,3,4,1,1
2163,45582,2180,3,4,1,1
2164,3522,2181,1,1,1,1
2165,0,2182,1,1,1,1
2166,69669,2183,2,1,3,1
2167,5537,2184,1,2,1,1
2168,25039,2185,1,1,1,1
2169,19213,2186,3,3,1,1
2170,7703,2187,1,2,1,1
2171,8715,2188,1,2,1,1
2172,29968,2189,3,4,1,1
2173,57787,2190,3,5,1,1
2174,10012,2191,1,2,1,1
2175,20454,2192,3,2,1,1
2176,7550,2193,1,1,1,1
2177,28447,2194,3,4,1,1
2178,4125,2195,1,1,1,1
2179,7688,2196,0,1,1,1
2180,741,2197,1,1,1,1
2181,60503,2198,3,5,1,1
2182,4300,2199,1,1,1,1
2183,4500,2200,1,1,1,1
2184,7401,2201,1,2,1,1
2185,20458,2202,3,3,1,1
2186,44430,2203,3,4,1,1
2187,4149,2204,1,1,1,1
2188,18835,2205,3,3,1,1
2189,4320,2206,1,1,1,1
2190,23495,2207,1,2,1,1
2191,75,2208,1,1,1,1
2192,500,2209,1,1,1,1
2193,7624,2210,1,1,1,1
2194,19500,2211,1,1,1,1
2195,220,2212,1,1,1,1
2196,40455,2213,3,4,1,1
2197,2050,2214,1,1,1,1
2198,9042,2215,1,2,1,1
2199,41126,2216,3,4,1,1
2200,7684,2217,1,2,1,1
2201,39976,2218,3,4,1,1
2202,3379,2219,1,1,1,1
2203,5026,2220,1,1,1,1
2204,14961,2221,3,3,1,1
2205,23135,2222,1,3,1,1
2206,19000,2223,1,1,1,1
2207,511,2224,1,1,1,1
2208,0,2225,1,1,1,1
2209,1350,2227,1,1,1,1
2210,11026,2228,1,3,1,1
2211,9374,2229,1,2,1,1
2212,3337,2230,1,1,1,1
2213,2700,2231,1,1,1,1
2214,14125,2232,0,1,1,1
2215,0,2233,1,1,1,1
2216,454,2234,1,1,1,1
2217,19600,2235,0,1,1,1
2218,13650,2236,1,1,1,1
2219,1000,2237,1,1,1,1
2220,0,2238,1,1,1,1
2221,1069,2239,1,1,1,1
2222,16456,2240,3,3,1,1
2223,3376,2241,1,1,1,1
2224,265,2242,1,1,1,1
2225,4650,2243,0,1,1,1
2226,1443,2244,1,1,1,1
2227,897,2245,1,1,1,1
2228,1634,2246,1,1,1,1
2229,6245,2247,1,1,1,1
2230,29039,2248,3,4,1,1
2231,2060,2249,1,1,1,1
2232,5030,2250,1,1,1,1
2233,15267,2251,1,3,1,1
2234,0,2252,1,1,1,1
2235,0,2253,1,1,1,1
2236,0,2254,1,1,1,1
2237,65,2255,1,1,1,1
2238,0,2256,1,1,1,1
2239,250,2257,1,1,1,1
2240,860,2258,1,1,1,1
2241,6760,2259,1,2,1,1
2242,17547,2260,1,1,1,1
2243,36635,2261,3,4,1,1
2244,300,2262,1,1,1,1
2245,100,2263,1,1,1,1
2246,57060,2264,3,5,1,1
2247,14267,2265,1,3,1,1
2248,1102,2266,1,1,1,1
2249,12165,2267,1,3,1,1
2250,47224,2268,0,4,1,1
2251,68151,2269,4,3,1,4
2252,56685,2270,3,5,1,1
2253,1952,2271,1,1,1,1
2254,16862,2272,1,1,1,1
2255,0,2273,1,1,1,1
2256,1150,2274,1,1,1,1
2257,500,2275,1,1,1,1
2258,5943,2276,1,1,1,1
2259,6161,2277,1,1,1,1
2260,700,2278,1,1,1,1
2261,27937,2279,3,4,1,1
2262,30565,2280,1,2,1,1
2263,5000,2281,1,1,1,1
2264,23563,2282,3,3,1,1
2265,790,2283,1,1,1,1
2266,853,2284,1,1,1,1
2267,5850,2285,0,1,1,1
2268,13755,2286,1,3,1,1
2269,34656,2287,3,4,1,1
2270,1411,2288,1,1,1,1
2271,500,2289,1,1,1,1
2272,28055,2290,3,4,1,1
2273,19678,2291,3,3,1,1
2274,17778,2292,3,3,1,1
2275,56687,2293,3,5,1,1
2276,89709,2294,3,4,1,1
2277,400,2295,1,1,1,1
2278,15370,2296,2,1,3,1
2279,4881,2297,1,1,1,1
2280,3225,2298,1,1,1,1
2281,11965,2299,3,3,1,1
2282,22500,2300,1,1,1,1
2283,70125,2301,4,5,1,3
2284,1800,2302,0,1,1,1
2285,750,2303,1,1,1,1
2286,2500,2304,1,1,1,1
2287,45589,2305,3,4,1,1
2288,43392,2306,3,4,1,1
2289,2799,2307,1,1,1,1
2290,7200,2308,1,1,1,1
2291,22136,2309,1,3,1,1
2292,13051,2310,3,3,1,1
2293,3550,2311,1,1,1,1
2294,30872,2312,3,4,1,1
2295,76661,2313,3,5,1,1
2296,5330,2314,1,2,1,1
2297,19526,2315,3,3,1,1
2298,10252,2316,1,3,1,1
2299,6622,2317,1,2,1,1
2300,7747,2318,1,2,1,1
2301,33795,2319,3,3,1,1
2302,4908,2320,1,1,1,1
2303,1000,2321,1,1,1,1
2304,40170,2322,3,4,1,1
2305,33886,2323,3,4,1,1
2306,705,2324,1,1,1,1
2307,40152,2325,3,4,1,1
2308,54657,2326,3,5,1,1
2309,8668,2327,1,1,1,1
2310,11550,2328,1,1,1,1
2311,46421,2329,3,4,1,1
2312,0,2330,1,1,1,1
2313,0,2331,1,1,1,1
2314,100,2332,1,1,1,1
2315,16434,2333,1,3,1,1
2316,34744,2334,3,4,1,1
2317,10458,2335,2,1,2,1
2318,32170,2336,3,4,1,1
2319,43152,2337,3,4,1,1
2320,0,2338,1,1,1,1
2321,6393,2339,1,2,1,1
2322,12254,2340,3,3,1,1
2323,28969,2341,3,4,1,1
2324,1230,2342,1,1,1,1
2325,215,2343,1,1,1,1
2326,16776,2344,1,3,1,1
2327,3000,2345,1,1,1,1
2328,11998,2346,3,3,1,1
2329,5364,2347,1,1,1,1
2330,0,2348,1,1,1,1
2331,25131,2349,3,3,1,1
2332,40129,2350,3,4,1,1
2333,0,2351,1,1,1,1
2334,79154,2352,3,5,1,1
2335,8649,2353,1,2,1,1
2336,14422,2354,3,3,1,1
2337,0,2355,1,1,1,1
2338,16449,2356,3,3,1,1
2339,15537,2357,3,3,1,1
2340,17481,2358,3,3,1,1
2341,18520,2359,3,3,1,1
2342,355,2360,1,1,1,1
2343,50988,2361,3,4,1,1
2344,3600,2362,1,1,1,1
2345,19710,2363,3,3,1,1
2346,20265,2364,3,3,1,1
2347,0,2365,1,1,1,1
2348,1000,2366,1,1,1,1
2349,500,2367,1,1,1,1
2350,17696,2368,3,3,1,1
2351,56007,2369,3,4,1,1
2352,51278,2370,3,4,1,1
2353,13607,2371,1,3,1,1
2354,12263,2372,1,1,1,1
2355,24156,2373,3,3,1,1
2356,0,2374,1,1,1,1
2357,40560,2375,3,4,1,1
2358,48564,2376,3,4,1,1
2359,37127,2377,3,4,1,1
2360,12325,2378,1,3,1,1
2361,8156,2379,1,2,1,1
2362,83783,2380,3,5,1,1
2363,1875,2381,1,1,1,1
2364,217006,2382,4,5,1,5
2365,100,2383,1,1,1,1
2366,38323,2384,3,4,1,1
2367,9055,2385,1,2,1,1
2368,2044,2386,1,1,1,1
2369,3704,2387,1,1,1,1
2370,3250,2388,1,1,1,1
2371,133,2389,1,1,1,1
2372,520,2390,1,1,1,1
2373,10613,2391,1,2,1,1
2374,841,2392,1,1,1,1
2375,27650,2393,0,1,1,1
2376,40878,2394,3,4,1,1
2377,0,2395,1,1,1,1
2378,43162,2396,3,4,1,1
2379,12600,2397,1,1,1,1
2380,0,2398,1,1,1,1
2381,9680,2399,1,1,1,1
2382,4286,2400,1,1,1,1
2383,10500,2401,1,1,1,1
2384,0,2402,1,1,1,1
2385,333,2403,1,1,1,1
2386,17259,2404,1,1,1,1
2387,11039,2405,1,2,1,1
2388,24430,2406,1,3,1,1
2389,1000,2407,1,1,1,1
2390,10350,2408,3,2,1,1
2391,2585,2409,1,1,1,1
2392,41345,2410,3,4,1,1
2393,100,2411,1,1,1,1
2394,18745,2412,1,3,1,1
2395,3005,2413,1,1,1,1
2396,520,2414,1,1,1,1
2397,4977,2415,1,1,1,1
2398,12798,2416,1,2,1,1
2399,6883,2417,1,2,1,1
2400,0,2418,1,1,1,1
2401,26674,2420,3,3,1,1
2402,48658,2421,3,4,1,1
2403,21274,2422,3,3,1,1
2404,3625,2423,1,1,1,1
2405,626,2424,1,1,1,1
2406,2920,2425,1,1,1,1
2407,1375,2426,1,1,1,1
2408,6321,2427,1,1,1,1
2409,23159,2428,1,3,1,1
2410,26962,2429,3,3,1,1
2411,40755,2430,3,4,1,1
2412,26480,2431,3,3,1,1
2413,104159,2432,0,5,1,1
2414,2375,2433,1,1,1,1
2415,4175,2434,1,1,1,1
2416,28356,2435,3,3,1,1
2417,42569,2436,3,4,1,1
2418,55338,2437,3,4,1,1
2419,3033,2438,1,1,1,1
2420,66292,2439,3,5,1,1
2421,8275,2440,2,1,2,1
2422,42007,2441,3,4,1,1
2423,18971,2442,1,3,1,1
2424,0,2443,1,1,1,1
2425,18032,2444,3,3,1,1
2426,8500,2445,1,1,1,1
2427,2236,2446,1,1,1,1
2428,45907,2447,3,3,1,1
2429,247,2448,1,1,1,1
2430,0,2449,1,1,1,1
2431,1000,2450,1,1,1,1
2432,1500,2451,1,1,1,1
2433,4960,2452,1,1,1,1
2434,30368,2453,3,4,1,1
2435,41685,2454,3,4,1,1
2436,12398,2455,3,3,1,1
2437,36608,2456,3,4,1,1
2438,2030,2457,1,1,1,1
2439,100,2458,1,1,1,1
2440,22089,2459,3,3,1,1
2441,25936,2460,3,4,1,1
2442,6795,2461,1,2,1,1
2443,66859,2462,3,5,1,1
2444,2875,2463,1,1,1,1
2445,46521,2464,3,4,1,1
2446,33424,2465,3,4,1,1
2447,0,2466,1,1,1,1
2448,64109,2467,0,4,1,1
2449,8639,2468,0,1,1,1
2450,0,2469,1,1,1,1
2451,3189,2470,1,1,1,1
2452,87549,2471,3,5,1,1
2453,0,2472,1,1,1,1
2454,36666,2473,3,4,1,1
2455,45265,2474,3,4,1,1
2456,61276,2475,3,5,1,1
2457,0,2476,1,1,1,1
2458,2500,2477,1,1,1,1
2459,2585,2478,1,1,1,1
2460,0,2479,1,1,1,1
2461,58457,2480,3,5,1,1
2462,45996,2481,3,4,1,1
2463,19507,2482,3,3,1,1
2464,10728,2483,1,3,1,1
2465,34682,2484,3,4,1,1
2466,500,2485,1,1,1,1
2467,11050,2486,1,1,1,1
2468,1385,2487,1,1,1,1
2469,10953,2488,3,1,1,1
2470,11845,2489,1,3,1,1
2471,9944,2490,1,2,1,1
2472,58008,2491,3,4,1,1
2473,75019,2492,3,5,1,1
2474,38956,2493,3,3,1,1
2475,40051,2494,3,4,1,1
2476,16336,2495,1,3,1,1
2477,13692,2496,3,3,1,1
2478,0,2497,1,1,1,1
2479,19791,2498,3,3,1,1
2480,14787,2499,1,3,1,1
2481,24656,2500,3,3,1,1
2482,30532,2501,3,4,1,1
2483,250,2502,1,1,1,1
2484,8035,2503,1,1,1,1
2485,3250,2504,1,1,1,1
2486,4741,2505,1,1,1,1
2487,22824,2506,3,3,1,1
2488,50,2507,1,1,1,1
2489,98119,2508,3,5,1,1
2490,19016,2509,3,3,1,1
2491,1000,2510,1,1,1,1
2492,3170,2511,1,1,1,1
2493,34630,2512,3,3,1,1
2494,19464,2513,1,3,1,1
2495,0,2514,1,1,1,1
2496,0,2515,1,1,1,1
2497,0,2516,1,1,1,1
2498,255,2517,1,1,1,1
2499,90,2518,1,1,1,1
2500,57130,2519,3,5,1,1
2501,7373,2520,0,1,1,1
2502,1972,2521,1,1,1,1
2503,20991,2522,3,3,1,1
2504,8000,2523,1,1,1,1
2505,21136,2524,3,3,1,1
2506,25675,2525,3,4,1,1
2507,7600,2526,1,1,1,1
2508,6503,2527,1,2,1,1
2509,13959,2528,3,3,1,1
2510,2845,2529,1,1,1,1
2511,7147,2530,1,1,1,1
2512,1700,2531,1,1,1,1
2513,33678,2532,3,4,1,1
2514,14967,2533,3,3,1,1
2515,0,2534,1,1,1,1
2516,850,2535,1,1,1,1
2517,0,2536,1,1,1,1
2518,4545,2537,1,1,1,1
2519,44627,2538,3,4,1,1
2520,6789,2539,1,2,1,1
2521,2548,2540,1,1,1,1
2522,35511,2541,0,4,1,1
2523,1500,2542,1,1,1,1
2524,305,2543,1,1,1,1
2525,48989,2544,3,4,1,1
2526,37408,2545,3,4,1,1
2527,21292,2546,1,1,1,1
2528,2607,2547,1,1,1,1
2529,1000,2548,1,1,1,1
2530,4100,2549,1,1,1,1
2531,48287,2550,3,4,1,1
2532,10513,2551,1,2,1,1
2533,25675,2552,3,3,1,1
2534,12845,2553,3,2,1,1
2535,30808,2554,3,4,1,1
2536,3750,2555,1,1,1,1
2537,0,2556,1,1,1,1
2538,15816,2557,1,1,1,1
2539,47223,2558,3,4,1,1
2540,2000,2559,1,1,1,1
2541,13668,2560,1,1,1,1
2542,0,2561,1,1,1,1
2543,61165,2562,3,5,1,1
2544,5000,2563,1,1,1,1
2545,20636,2564,1,3,1,1
2546,230,2565,1,1,1,1
2547,5312,2566,1,2,1,1
2548,45861,2567,3,4,1,1
2549,118013,2568,3,5,1,1
2550,185,2569,1,1,1,1
2551,7072,2570,1,2,1,1
2552,24808,2571,1,3,1,1
2553,11270,2572,3,3,1,1
2554,17579,2573,3,3,1,1
2555,500,2574,1,1,1,1
2556,2000,2575,1,1,1,1
2557,7734,2576,2,1,2,1
2558,0,2577,1,1,1,1
2559,34178,2578,3,4,1,1
2560,2250,2579,1,1,1,1
2561,39897,2580,3,4,1,1
2562,16332,2581,1,3,1,1
2563,3215,2582,1,1,1,1
2564,15700,2583,3,1,1,1
2565,17388,2584,1,3,1,1
2566,0,2585,1,1,1,1
2567,7719,2586,1,2,1,1
2568,6090,2587,1,1,1,1
2569,2900,2588,1,1,1,1
2570,0,2589,1,1,1,1
2571,11073,2590,1,2,1,1
2572,12978,2591,1,3,1,1
2573,26700,2592,1,1,1,1
2574,500,2593,1,1,1,1
2575,350,2594,1,1,1,1
2576,5000,2595,1,1,1,1
2577,0,2596,1,1,1,1
2578,150,2597,1,1,1,1
2579,36866,2598,3,4,1,1
2580,6293,2599,1,2,1,1
2581,11400,2600,1,1,1,1
2582,790,2601,1,1,1,1
2583,15738,2602,3,3,1,1
2584,17500,2603,1,1,1,1
2585,25236,2604,1,1,1,1
2586,2835,2605,1,1,1,1
2587,2125,2606,1,1,1,1
2588,27894,2607,3,3,1,1
2589,33324,2608,3,4,1,1
2590,0,2609,1,1,1,1
2591,23256,2610,3,3,1,1
2592,7625,2611,1,1,1,1
2593,14152,2612,3,3,1,1
2594,53001,2613,3,4,1,1
2595,19057,2614,1,3,1,1
2596,1754,2615,1,1,1,1
2597,2790,2616,1,1,1,1
2598,5103,2617,1,1,1,1
2599,990,2618,1,1,1,1
2600,10220,2619,1,1,1,1
2601,3170,2620,1,1,1,1
2602,23705,2621,1,2,1,1
2603,16921,2622,3,2,1,1
