,Cherry,Mango,Banana,Guava,Litchi,Wastage
1377,20925,46583,28062,31988,31721,29846
1378,17810,11010,18558,42735,44870,30411
1379,10876,26420,40300,39395,16836,11707
1380,35075,45668,12902,43972,22715,39154
1381,23989,42942,31975,19144,31685,46123
1382,26889,30128,43294,49397,45287,32538
1383,36575,29160,46569,21105,45232,5347
1384,5150,10010,9882,7853,7161,40719
1385,48208,12087,34308,6084,27530,27575
1386,31831,35447,41234,39933,39597,7520
1387,43185,16463,1480,18575,16874,5493
1388,5160,34730,9044,44665,10705,39819
1389,40192,22164,41866,44527,16959,38759
1390,33220,26978,30994,11011,8497,37224
1391,29615,18424,8773,37602,34703,23387
1392,16812,13050,19100,18016,32385,38236
1393,16926,5278,39534,26811,17507,10014
1394,10798,37848,15296,27715,7847,9134
1395,28195,24826,39740,33649,27520,41911
1396,10129,25236,22850,18508,30566,30398
1397,49790,8800,31674,19383,27363,20184
1398,46843,46902,14407,15361,43930,24814
1399,30808,39890,46421,9540,36697,36664
1400,10901,19023,25693,40078,35296,41255
1401,24238,44689,11539,37646,14744,20816
1402,37563,19043,15714,10891,7162,38210
1403,23053,29279,19293,22795,35336,12272
1404,38697,31782,34749,31869,39054,29676
1405,6329,5525,36829,15949,41110,30923
1406,30663,44679,5487,27818,46969,24250
1407,29423,38691,44779,20288,8290,5303
1408,31922,36663,28120,19996,39963,18627
1409,43011,7836,4487,44286,29339,14921
1410,9178,32895,45521,25715,6326,24473
1411,38292,19047,27192,36506,45231,37420
1412,49683,25012,13048,39464,8009,31019
1413,35945,6214,47773,20350,27376,28672
1414,10523,36203,34348,46790,25049,47728
1415,25035,40405,46739,5061,12236,48091
1416,30560,48593,25817,43854,44323,8505
1417,35058,9814,36935,32080,31078,48666
1418,30354,42559,10137,33422,29340,17707
1419,11380,35551,45005,13294,30356,33517
1420,12658,23226,37881,21912,41746,30516
1421,6675,44091,47567,42418,19242,44161
1422,39491,42140,38774,21898,44929,45128
1423,5216,39629,28567,13563,27855,25040
1424,23042,45843,32397,19660,13561,35987
1425,17218,22395,13208,39349,43873,29446
1426,31786,16006,37878,17083,48480,8372
1427,48346,23943,6625,36623,35770,39437
1428,46435,8725,7622,48977,7078,45568
1429,44170,31735,9516,27027,37557,18846
1430,30705,21896,49611,26899,37449,14792
1431,44037,23889,33342,47355,13709,17016
1432,20174,24496,24231,41994,37338,7217
1433,38322,39416,24837,26905,8469,22816
1434,29701,38936,38088,30139,12202,27344
1435,46822,5497,1575,24526,23587,7426
1436,26675,35315,34884,39566,18180,45383
1437,7312,45406,12676,12002,39426,35955
1438,33430,46534,20724,18173,15226,43506
1439,36887,5963,40136,44312,31672,7860
1440,38530,22745,7992,16481,38325,31640
1441,28443,41557,44560,23589,15647,20009
1442,22250,24631,4037,6817,5362,30167
1443,47553,45906,30654,8745,7008,22338
1444,30973,31107,25532,45949,8137,20136
1445,44475,49493,1590,29350,27087,8400
1446,5477,48270,48648,14293,31728,33452
1447,14735,36300,31037,14784,21627,39804
1448,49412,47290,42746,16272,8362,46110
1449,9123,14490,2280,41717,12592,14283
1450,27584,31973,47374,39927,26134,47373
1451,22452,14682,32295,38496,21915,25503
1452,9569,45261,32387,5638,27237,5006
1453,32829,6815,42727,43590,49448,37977
1454,41634,37583,31069,35492,35743,20316
1455,27060,32916,14417,14473,26998,12074
1456,48715,11188,2016,23352,11524,36647
1457,11271,43951,20629,43986,48850,8407
1458,19589,18134,7944,25026,5091,41515
1459,17734,36182,32944,27083,42435,14478
1460,11844,18603,18479,16798,10807,38651
1461,19494,28829,37446,35561,26783,16091
1462,15322,32160,882,41646,46103,48838
1463,48751,35323,40507,15102,21294,16434
1464,14853,15735,2091,10439,38486,16344
1465,40184,10365,21541,48289,9966,20223
1466,45653,26430,32886,6293,42270,41771
1467,38091,10371,22292,6345,41979,24674
1468,35153,21856,34319,12475,39616,10580
1469,6503,31608,34463,34513,44341,36311
1470,12067,36649,30101,14588,37962,14936
1471,42949,29645,31257,35889,35463,29508
1472,46242,33851,27898,36532,45957,14068
1473,46756,36998,10105,36660,39268,37254
1474,38092,35043,32177,9499,47581,22457
1475,6713,20194,45544,10366,29369,36176
1476,9910,35120,24724,26257,33641,7759
1477,41460,44556,40234,37862,11894,14214
1478,43668,46732,39201,29173,46333,35367
1479,7275,22810,12467,24519,42782,33581
1480,41699,31469,21809,28297,33008,5066
1481,46271,10568,23125,37659,38523,15674
1482,26766,24554,16037,33100,33622,39944
1483,47013,45605,22972,23838,36662,12898
1484,11153,46067,39896,44685,49809,31995
1485,27875,19559,24023,39080,31724,10879
1486,49515,28733,2408,45138,36478,19468
1487,40668,38538,29596,33959,20687,44556
1488,30887,10051,14711,16122,7380,40250
1489,27703,21120,38270,28510,27749,29494
1490,45024,27900,2053,35487,32014,10862
1491,8708,31611,12902,38784,14658,25942
1492,42131,24275,32772,35860,19344,10681
1493,45777,28402,34352,18758,35568,37536
1494,42944,20445,21137,7469,22320,28980
1495,18160,7486,12581,45519,17397,6124
1496,10857,36728,28682,46389,20130,40305
1497,9826,24006,16104,26370,10246,15670
1498,31858,8239,40454,21675,33419,28350
1499,32457,48454,35750,31810,41245,40359
1500,10521,47715,46858,18036,48405,40964
1501,24819,27015,40157,20533,15027,34743
1502,11605,31379,45295,42714,29311,38744
1503,34899,16217,36752,41334,24474,31320
1504,43355,24580,34579,32393,13335,46909
1505,13849,7623,24037,8763,45123,20150
1506,36314,19168,925,28834,12288,9319
1507,6261,15070,4833,25514,40787,15488
1508,12700,40243,26411,34827,19623,7317
1509,29951,37364,26961,8646,11493,43734
1510,34271,12126,9849,24988,14949,33748
1511,28020,36828,45097,49543,6049,26266
1512,24174,20359,7537,34563,9883,19424
1513,49304,8864,3154,7707,29584,22497
1514,40572,39211,33118,19694,40185,48114
1515,11592,5522,21585,18426,13705,7632
1516,45216,43443,45928,11079,32363,28662
1517,30994,48217,32928,21264,43384,33250
1518,22435,47878,21253,47862,49534,17555
1519,12305,48528,30896,48892,13291,30369
1520,37994,28356,46807,17079,37691,16891
1521,16974,19236,39594,40555,41595,47789
1522,48105,47842,6485,13054,34189,26865
1523,36513,48207,2695,14277,12208,39870
1524,15817,20271,37041,5909,15245,46809
1525,29995,34912,21236,27886,15729,31238
1526,9396,14194,17645,11169,40783,22357
1527,24168,21582,7565,12218,33561,43663
1528,27771,42003,47524,48455,23739,47229
1529,46673,17083,11325,35287,47075,36439
1530,40473,31354,12197,17279,11427,37191
1531,13861,15384,37974,46301,8349,43844
1532,18821,9803,26075,46764,31185,26844
1533,28908,17495,23978,32813,27411,36044
1534,5362,30579,45276,8981,5059,22166
1535,33202,30590,19286,47323,43483,9780
1536,14598,34098,6882,42662,47129,35779
1537,42168,5067,44381,6257,30084,16049
1538,15497,14678,24216,24916,11739,14767
1539,46362,19677,14720,29010,18245,22250
1540,17023,44161,5445,45268,33722,37907
1541,36689,19705,26725,14702,49087,32798
1542,42101,6245,27905,22352,29269,48559
1543,32679,23966,32424,49871,40725,38714
1544,9961,42327,5101,39543,45701,38117
1545,11408,7487,43910,46217,39393,18742
1546,38916,39515,32117,26679,28618,29905
1547,46053,45913,19925,16524,26831,38281
1548,42296,17555,40515,31222,49432,18669
1549,37205,23731,44092,48172,35509,30161
1550,47425,43375,39233,14175,26000,29569
1551,42477,33819,10967,7482,39381,47804
1552,24221,31621,21110,27525,20989,41337
1553,28027,46763,41777,14217,32172,11060
1554,11584,42768,17603,5356,5549,28014
1555,31410,27704,10973,9875,26095,48792
1556,8031,27856,38995,49762,48617,21586
1557,6481,48700,43127,19512,25811,14475
1558,19099,19276,42938,28785,22531,38413
1559,37055,47535,40534,43442,43668,8362
1560,13238,30284,39667,44693,29763,12853
1561,26278,33936,4784,48759,9579,32415
1562,27321,27934,6407,16712,12761,41528
1563,7303,24456,15262,47709,26438,27708
1564,30822,45737,19035,22276,21067,37225
1565,9079,48668,13041,48462,26873,48072
1566,28668,39627,15789,19382,49851,23717
1567,26162,47970,14935,24921,12325,35848
1568,26599,30576,35861,41403,34129,49197
1569,12969,36832,2386,37819,39634,37935
1570,5320,30717,29362,37535,11331,42357
1571,40076,31508,12842,8823,14382,15198
1572,43388,8824,44087,16365,43272,16746
1573,41652,18895,25749,28559,9706,39873
1574,7599,6955,28455,28451,35030,33997
1575,33855,11298,49309,9672,18158,10386
1576,47879,38607,30510,30823,18089,6937
1577,38371,21480,25772,18455,27563,42384
1578,11864,14263,40711,37649,15741,26778
1579,20844,32736,22811,8784,28375,23757
1580,48104,41368,41785,19827,39562,38162
1581,41075,7988,12442,33385,46683,44695
1582,34342,42028,39076,38397,13114,26313
1583,26288,18422,29054,49492,35226,31708
1584,12318,14226,18900,49246,26282,33993
1585,30577,40039,31706,15645,10693,38986
1586,35325,25562,7289,38818,29377,9936
1587,36823,34565,21365,37053,42034,35332
1588,36309,33136,45132,43017,23148,25620
1589,12711,21984,41380,21935,5634,32506
1590,32094,10003,46821,33760,29278,7327
1591,34964,27101,23744,18343,28719,45995
1592,42625,35242,20900,43860,38511,46030
1593,17264,47406,1243,13268,29689,33220
1594,22995,40163,23451,30070,38946,23021
1595,17997,49567,30212,41365,9865,48521
1596,23711,16998,41279,33091,23731,35276
1597,48494,16079,48305,37506,14970,22032
1598,43783,42682,25840,27287,6114,43520
1599,11321,46357,46755,34017,9784,49116
1600,39706,12311,7145,37113,18837,6301
1601,43369,28158,31399,35041,49853,49506
1602,20219,47903,49024,41627,48361,5894
1603,47565,40903,36668,18100,40084,11293
1604,16298,30036,48166,49751,45493,40511
1605,46251,36570,10809,43731,22872,19372
1606,42832,18078,15994,5606,32848,21953
1607,41384,29261,22983,15664,13103,27413
1608,21926,46388,47687,20452,15778,37147
1609,16147,48705,18328,34253,40655,40490
1610,23147,22843,38916,17364,13520,18523
1611,34683,47309,22919,32020,32308,40094
1612,17777,19828,28736,35436,46014,7214
1613,15331,49032,10445,45631,44513,42729
1614,29462,29470,48552,35335,41340,30403
1615,20807,48794,34172,9221,18120,35055
1616,9788,34646,25198,38910,6650,12458
1617,40015,6866,20712,37659,43740,17474
1618,32295,12881,43771,13251,35857,46076
1619,24484,33372,5468,22679,13969,35979
1620,5618,26761,44305,34533,49802,25405
1621,35643,20334,15319,47810,32747,48330
1622,27822,38275,8127,45081,31202,48345
1623,32316,27741,37315,19394,11053,33937
1624,31480,49337,1079,17663,6759,49396
1625,6356,14932,39492,22921,37679,8438
1626,33354,33095,30816,30591,32492,11059
1627,46299,42800,29759,16253,36420,24889
1628,24814,6612,16291,7134,14192,22944
1629,40827,35064,20670,30031,24107,32127
1630,27311,29661,22362,43124,36396,42343
1631,5837,26344,30916,42190,30926,15394
1632,36580,31753,8263,41645,10934,22658
1633,30666,27813,1104,9950,13555,43316
1634,46011,13087,38240,29079,30890,27528
1635,37355,38823,38620,31365,38340,48707
1636,21913,21639,7064,27206,6751,22653
1637,7868,12842,44923,20624,16208,45831
1638,45114,13800,33348,20744,34114,23152
1639,47762,29561,1378,32402,17779,27823
1640,24724,26296,39478,23303,28692,10633
1641,35339,27185,4054,19256,27966,31763
1642,8228,46866,30028,48104,15258,17297
1643,48728,32158,14309,36339,9865,17367
1644,31439,35539,8267,15141,37345,43908
1645,37897,10734,32989,47400,41367,10096
1646,23715,10868,18845,23557,25010,12232
1647,6878,8650,47901,46129,42119,26766
1648,45623,44602,20039,10513,19027,44048
1649,31210,24955,30006,47313,5054,43011
1650,47018,28550,43217,21212,30385,12879
1651,34621,14571,14115,27796,22472,35760
1652,7737,6191,31700,10275,18364,32040
1653,33439,49991,29588,23972,31766,15836
1654,45595,14626,28418,30600,28151,45823
1655,35278,16497,17388,38989,26490,28256
1656,33169,46203,32227,6276,18420,22513
1657,8394,22779,14856,34860,17847,10305
1658,14719,37792,37732,27858,39882,21003
1659,12414,34786,9029,20757,34328,38550
1660,36796,20340,39682,26501,10575,11737
1661,17007,25903,30666,23524,27028,24731
1662,25121,37198,37442,23527,46583,13327
1663,18180,20997,37813,31449,20224,37917
1664,24515,38041,12895,13969,35557,6764
1665,18833,43017,29810,31394,20660,45922
1666,7750,43449,27748,30584,42332,43130
1667,25091,45789,41582,14605,27550,39144
1668,9065,8589,14914,8286,39721,32904
1669,28191,40922,21526,15982,27249,44893
1670,14344,6453,20155,7072,49856,39532
1671,39113,45178,7539,39681,23800,8661
1672,47749,22997,10082,22329,23995,8817
1673,36874,43075,29982,41115,38341,34568
1674,32191,25189,9713,20621,32068,31307
1675,20322,15911,7423,16039,30917,44492
1676,47165,17450,35938,34977,7820,26080
1677,31693,49066,41241,14399,5387,7930
1678,11384,28285,7766,13976,48891,11061
1679,46654,32277,2626,18018,49742,11790
1680,5285,12621,7637,24726,41815,32394
1681,22241,34153,35226,36846,16567,29340
1682,33349,22677,40381,24630,32711,23696
1683,17973,30198,44971,24384,5255,37102
1684,26859,35470,48531,25480,31271,29017
1685,42103,29762,15283,29924,38173,18750
1686,10149,26171,26694,26593,29828,8291
1687,39340,12911,29996,49470,37227,31903
1688,6421,39044,43598,11460,18066,39096
1689,6042,36476,27222,46627,36799,15924
1690,41484,17898,29872,12973,46115,37998
1691,46294,43077,14036,18572,8037,26757
1692,18438,30544,42356,13300,44624,13341
1693,9473,47281,25418,40355,15005,6711
1694,38809,37355,14047,17168,49902,49524
1695,32946,18886,22621,38412,17038,9423
1696,22853,24896,40633,28419,11901,29543
1697,20810,14591,34212,42144,37003,15692
1698,6733,43582,21846,34385,13644,35673
1699,13969,43124,47805,19253,46453,14921
1700,25579,6291,1846,37325,7552,23596
1701,47540,49304,36927,38209,6686,43308
1702,12001,27662,41738,33292,7203,39322
1703,48498,22517,23136,44937,31558,20399
1704,8999,27249,39549,13625,14779,43182
1705,42048,30604,21422,43579,43598,31996
1706,43172,35292,21057,42429,47371,45639
1707,47637,23660,37208,17767,41296,27521
1708,8252,36340,30706,23902,29339,23078
1709,7271,22197,47981,19138,47972,46732
1710,11782,27649,39939,9699,16044,35067
1711,13579,33780,20846,26563,35187,42426
1712,42408,35934,34231,16515,29787,7335
1713,49224,11785,23753,44627,25970,45969
1714,38151,24594,49338,8216,41127,27145
1715,14486,33048,31126,16554,22442,8751
1716,37855,27976,16047,24678,26660,11842
1717,39264,41883,31739,32027,41293,12358
1718,29808,12943,25146,5555,16815,14269
1719,5376,40186,1851,20707,27372,19064
1720,47817,43455,49458,49216,36112,29235
1721,12620,13611,12435,21693,28882,42593
1722,29738,11662,12629,45272,38070,36125
1723,48808,22751,20938,6713,42716,5408
1724,33766,47106,37010,45538,20534,6045
1725,30884,45277,39393,42655,17285,48880
1726,9588,44275,25886,23158,11054,46805
1727,33822,10867,27438,31992,15827,32485
1728,48858,45477,34464,44747,22631,23987
1729,23083,14094,7392,10034,36778,47187
1730,8283,45531,41309,31098,26486,16500
1731,30502,19430,2135,11236,37614,43636
1732,37542,20582,46277,44915,6269,16670
1733,36075,8066,44154,47171,10574,42504
1734,49730,43929,1292,23517,22822,22569
1735,14607,49733,17275,26339,28818,38916
1736,37459,47318,38600,7830,28926,32277
1737,41168,37996,15536,32139,17196,7898
1738,44332,35996,16335,30069,42753,39065
1739,47977,11707,36890,25667,16841,13090
1740,40299,46055,1548,27386,41871,22450
1741,38285,39599,25272,13920,43259,32240
1742,15658,42609,5045,40177,23439,42109
1743,48581,20222,25398,11324,29496,21273
1744,42709,41642,44000,18989,32504,37494
1745,40981,34983,14299,9837,25224,18105
1746,5373,23584,26114,27098,41484,32540
1747,34891,46033,41394,16673,38048,5301
1748,6231,24796,3379,27808,35188,25660
1749,47266,30442,22365,19250,24005,42110
1750,36780,17827,26066,32444,45372,29648
1751,41541,39077,41332,46116,23665,26967
1752,46471,41757,18226,43450,6954,28581
1753,6098,7558,21428,33526,30141,34795
1754,32145,22848,38147,16904,10893,36804
1755,43060,31882,27759,48766,12550,22074
1756,35253,36261,29678,39533,39065,34585
1757,30807,35271,43806,19415,17985,17145
1758,14279,29666,15352,11141,48183,29671
1759,36932,40707,15960,46452,44170,7114
1760,22631,46086,44153,15072,17011,26572
1761,21651,9786,49114,20064,44172,8188
1762,13259,12521,2046,8835,11453,7429
1763,24175,18137,25737,33056,9182,36020
1764,49476,27341,5060,7698,33455,31008
1765,10900,17255,4628,7524,42114,20949
1766,44624,39786,21284,37168,41090,43083
1767,20072,34967,13354,46765,40422,9493
1768,33154,43432,33498,33498,6401,31017
1769,41183,39920,42012,23465,5477,12415
1770,34286,29962,37929,13412,42328,13525
1771,8146,32448,22811,6726,32790,18032
1772,11766,27701,14160,9209,5146,40957
1773,23489,10387,2533,20432,23528,29676
1774,35428,7915,18344,21737,8642,45458
1775,14726,21223,19496,31554,28999,24652
1776,14526,44872,35805,24221,24134,21926
1777,19016,14223,38445,20255,32132,34575
1778,16747,48952,2082,25161,18468,36025
1779,14543,15523,8045,10416,47449,31754
1780,12914,35547,40058,32277,44556,44011
1781,30345,26165,19345,31019,6417,17856
1782,12973,14179,31180,37489,27848,19127
1783,46842,47165,31584,37561,46243,26772
1784,39818,23321,44937,35114,5009,30431
1785,23853,13441,35038,21181,27404,15198
1786,14606,19705,19227,18875,12229,17493
1787,33118,49702,41213,35655,27924,22351
1788,12548,9716,40829,42193,30118,6051
1789,39709,43615,41501,46585,23509,31354
1790,16309,43541,42737,18982,36001,13123
1791,6727,5651,16744,32418,30061,41001
1792,11436,14179,9318,43070,7031,6583
1793,26418,42191,37294,45217,48313,12827
1794,40070,11094,45919,23005,48656,46740
1795,31902,39259,21882,14232,49438,12817
1796,17932,39370,39206,43622,17964,8681
1797,16080,30451,9038,15587,28364,42264
1798,23873,48553,36614,37970,8480,14378
1799,45011,40195,44469,47756,19735,48624
1800,44748,44627,32927,34340,32195,29181
1801,25065,7533,9569,17067,32721,38504
1802,7520,8718,33396,49233,7903,21284
1803,20642,11052,40267,46770,46560,46415
1804,45040,36310,28675,45444,5724,33432
1805,20259,14041,30602,23125,22237,37002
1806,28025,47805,24527,44733,31090,25489
1807,49089,28036,42109,10971,29497,29855
1808,29526,19328,43120,45755,24336,32567
1809,26945,40178,45884,12308,30938,21308
1810,46882,11954,27303,31452,44280,31321
1811,49721,27271,30503,41179,39183,42255
1812,28065,27040,34225,42224,5404,49317
1813,28369,33779,14465,46580,40183,24321
1814,5461,42473,47797,28112,18754,20891
1815,21763,9111,14384,30024,44354,23269
1816,22009,31567,18187,39031,30736,44284
1817,27710,40787,5253,42294,19629,45347
1818,37829,36497,14368,31031,13358,22612
1819,36749,44844,14082,36540,14626,32572
1820,17020,36090,19119,39752,13562,41875
1821,46506,26040,3335,42955,15643,41725
1822,17318,15440,29942,7844,15619,45607
1823,30047,46480,26718,21263,17522,40109
1824,47369,42590,3824,46889,44878,15691
1825,11302,36654,10441,23613,31633,27535
1826,48241,9189,32299,13651,31640,26005
1827,31549,48438,22317,33115,25909,47394
1828,43097,36781,24808,5539,31878,45989
1829,16222,32087,35953,21845,11106,35581
1830,49692,47182,30002,35931,43309,5513
1831,15487,7840,22563,19588,41841,48200
1832,24116,14947,23135,34444,29873,10844
1833,13649,29930,6651,33182,28146,12209
1834,21754,49753,34394,45541,41356,33433
1835,19063,17881,46059,8416,10809,43028
1836,38607,5314,30605,14285,24817,36081
1837,17716,8523,36247,40221,41549,21816
1838,13797,14399,24853,18484,15712,42279
1839,38521,12632,39271,27045,44329,22401
1840,8679,43576,35825,43545,10909,31485
1841,46202,49745,35686,12744,23655,15145
1842,15634,19368,15028,23623,46328,18463
1843,10125,6893,32137,5877,14410,27895
1844,5746,8159,32183,35379,49543,24042
1845,33800,22054,49664,45742,8206,29014
1846,42134,33186,9595,17974,5010,30047
1847,27597,43203,38999,28167,24221,19580
1848,12811,18224,5842,23909,22396,6897
1849,21252,34422,1856,48622,5435,49274
1850,8159,17016,9106,10471,34986,26256
1851,32609,9094,8785,18449,11993,39923
1852,44664,49091,827,14549,44652,35473
1853,26363,5723,34289,44841,38824,6797
1854,12432,28730,39732,38791,27470,26761
1855,16384,47085,46582,45982,20055,24481
1856,5163,19578,13171,43652,7265,46210
1857,20205,27444,12735,26636,5654,39839
1858,16835,14827,38287,15990,12414,32337
1859,8380,21965,28137,47573,46022,22799
1860,12744,14590,18668,13644,13285,5404
1861,5366,37109,41089,26249,38342,7985
1862,18910,42216,33787,37244,12251,34705
1863,48869,34679,33371,44797,12531,18040
1864,35337,38368,22443,22371,19517,33454
1865,13341,38612,29239,13253,30823,8155
1866,25074,23346,5300,14411,28301,29927
1867,33600,42858,22967,11151,37582,15188
1868,48150,16002,9908,41030,22089,39566
1869,44378,43969,15829,17712,38167,37573
1870,28060,13581,48462,17251,49761,36330
1871,26832,48348,44797,27638,16036,49662
1872,24005,21819,22494,6583,17870,43900
1873,48516,25829,20498,28143,13073,9946
1874,18296,29490,37393,19208,38059,23798
1875,26653,10539,4472,29799,36256,32148
1876,11492,21405,18906,47185,28305,45488
1877,20951,44203,9934,18641,28553,38747
1878,8176,20805,23379,19619,46221,48998
1879,6818,14747,25954,34069,39250,15393
1880,42457,44425,37648,34141,9854,8338
1881,24530,17242,33696,35484,40828,5663
1882,11489,21190,48559,39816,15900,7407
1883,13909,42350,38374,13446,15307,22315
1884,47570,22863,25779,25104,32192,40386
1885,15666,12351,11751,21903,44682,29638
1886,24163,49389,14918,33512,17964,38970
1887,17153,6296,12885,14091,34846,40489
1888,32495,12680,1684,17014,18586,41045
1889,29227,37003,23674,42023,21976,14897
1890,34923,46096,30110,41309,19384,32261
1891,48352,14209,37178,46576,39555,8270
1892,41856,19780,16858,31080,17449,34229
1893,10984,21754,25989,22954,18246,32292
1894,28489,23318,32078,36548,46916,24788
1895,9476,34849,47247,41157,5270,7512
1896,35596,6231,39173,38435,47079,6919
1897,15923,23078,37625,39984,15781,11635
1898,7441,16880,46189,29952,46671,5070
1899,7214,47291,28135,20533,5125,32599
1900,22851,38209,20636,38215,7125,22701
1901,12563,36948,4345,40348,45225,10779
1902,20439,18860,35286,45955,29672,6594
1903,25061,43859,22077,5619,23431,6353
1904,22438,34147,41496,24082,29839,22148
1905,15044,24517,46489,7675,11677,32350
1906,34728,25072,8695,27556,8363,47975
1907,24627,33187,19436,5695,26251,28018
1908,16963,11218,14915,39845,27286,5515
1909,23704,44703,20333,43396,27395,35789
1910,24568,41880,42922,35773,49188,32482
1911,20516,47972,17698,17411,8594,15070
1912,10399,5973,40665,44292,11670,38492
1913,41100,20790,31287,27610,36467,49822
1914,48764,6819,11290,48433,35892,35001
1915,46154,29068,24623,18967,42719,13567
1916,33681,16595,28136,23247,47829,46634
1917,32908,39704,42771,8598,41218,41550
1918,15132,45607,25917,28812,40557,29320
1919,40964,36166,45304,37506,23486,11245
1920,37978,32585,43318,25716,21025,49389
1921,39501,11917,46200,5314,13163,32217
1922,27146,13000,10279,8400,29799,8465
1923,5465,19384,16077,19678,44971,45208
1924,38467,25966,13915,41597,9874,22281
1925,32480,18562,40424,19869,24796,5549
1926,23300,28449,26895,37525,23315,29748
1927,45316,44119,32050,10837,11693,15631
1928,40999,36943,40109,12520,29520,37140
1929,12682,12061,14012,31643,34172,11500
1930,34957,33373,39896,43537,41157,37024
1931,42645,24280,42646,38617,47261,38439
1932,28727,19625,22175,35350,25280,15281
1933,7724,47393,6060,38278,22940,44996
1934,20783,12690,43010,12680,9671,15414
1935,21242,40749,9684,6564,9850,42859
1936,18059,39373,46412,8836,45604,41345
1937,30813,12161,44870,48416,23552,49240
1938,43263,28557,19487,15692,11278,38930
1939,29327,6636,47718,5408,6200,34810
1940,26681,19178,5942,15559,15958,35215
1941,23836,23888,39119,34905,22325,26097
1942,47118,45706,29581,41007,41406,11660
1943,49894,34281,25655,17814,13129,44441
1944,49643,22745,9228,26600,19803,36719
1945,47327,29787,17129,21503,9300,33105
1946,38692,9833,44419,17881,6951,35364
1947,30621,25249,4555,15994,12421,38253
1948,45158,7412,2648,20594,32239,33037
1949,49460,47051,18692,47043,29542,40768
1950,17290,25478,40296,10479,27198,28718
1951,40296,33151,5927,30027,32416,23360
1952,45952,21697,6601,9437,33934,5840
1953,45572,38002,49539,36171,34123,11864
1954,29060,13252,37414,22574,33970,29532
1955,34836,29995,21544,41270,34032,22112
1956,32174,12078,23968,34992,17995,41641
1957,44732,43213,20043,39338,21356,31491
1958,33987,48849,20549,33391,44871,26600
1959,38271,43866,8373,14665,43242,36977
1960,16619,9781,49979,35360,28179,30252
1961,35286,24853,48684,5615,33337,42518
1962,22974,12878,15732,18380,49736,39699
1963,48952,17648,27049,11215,48234,35389
1964,25466,20614,18595,42254,26828,22390
1965,20610,11296,35742,32240,7275,25950
1966,30528,16677,7613,34875,12039,31202
1967,15428,27988,44457,5808,39990,28404
1968,8827,23842,34780,38272,23961,41309
1969,44649,5813,22165,23989,7096,32660
1970,37273,8279,47512,7876,22080,15807
1971,24710,33215,1096,41102,44348,24299
1972,29093,49335,20015,35232,30051,49838
1973,14306,41085,46076,25741,44042,6682
1974,16259,12444,16975,21582,10226,34269
1975,11953,6757,5122,29651,22428,44905
1976,14995,25275,6192,44496,8623,21922
1977,44548,26936,21007,19678,35014,41603
1978,22482,41253,15453,44806,48610,11130
1979,33536,33052,44736,18126,38926,38072
1980,37709,10037,1297,5230,13197,42256
1981,23615,43285,16550,20255,28265,42172
1982,5303,6662,49491,7959,26074,36661
1983,48034,44909,41032,39447,17253,35362
1984,40975,39996,7017,13842,46175,47210
1985,23902,11893,3235,10666,47253,14042
1986,33370,35301,29285,9619,40971,36915
1987,30025,19784,34112,38402,48601,5648
1988,39508,43148,25985,18833,15950,18549
1989,29596,29533,10693,40637,25464,42734
1990,13336,43862,25379,16628,43027,25337
1991,23740,35819,35215,27520,27884,19838
1992,27780,14871,49952,30293,23146,47843
1993,46572,46108,33010,14226,31829,31818
1994,18170,32532,32589,35135,31225,9772
1995,11312,38884,20491,29780,37065,8508
1996,16750,46631,33181,27063,33290,43753
1997,14002,21635,7097,30363,38319,22176
1998,46988,38121,46103,30476,38274,23215
1999,35230,49744,19413,16393,36128,15181
2000,46248,49242,8087,12970,14261,12702
2001,47451,47886,36580,13682,18004,16719
2002,29819,47477,769,33637,11375,45378
2003,45386,25210,25163,15716,43846,37289
2004,16213,5566,18683,10782,16070,21737
2005,30647,10915,22626,18236,40187,36717
2006,36724,22180,47638,23242,37328,6398
2007,24244,38709,45525,38115,44034,16132
2008,36385,46479,47120,17843,9513,33361
2009,20456,34201,14051,49372,14663,40896
2010,49853,7820,40670,37435,37601,19368
2011,23792,29844,4510,47349,23860,38993
2012,37928,41535,36199,44767,40941,36358
2013,10336,30412,606,30178,21526,40704
2014,31275,32848,25309,45723,9135,9159
2015,9895,44375,3979,28834,15881,12227
2016,42576,13173,48836,9386,25554,45084
2017,46321,17494,49274,28662,24409,23866
2018,28318,33094,46883,16847,19790,6757
2019,16486,25334,27743,6001,25240,33733
2020,38072,5768,29935,9397,43582,15139
2021,27720,38181,9830,26949,30001,27455
2022,43636,36692,19186,15218,21815,17004
2023,41447,24387,40950,49673,18208,42302
2024,34545,36959,38008,21983,7378,8908
2025,30180,44642,5792,30588,23198,35399
2026,41635,32360,42379,19032,21912,39490
2027,8705,16951,1631,8492,17027,12566
2028,42290,22225,47806,45793,46237,32144
2029,27107,10729,34238,36659,6877,10855
2030,39705,18566,36470,32571,14682,41234
2031,9554,18439,25927,25603,16764,38777
2032,49710,13090,7580,14265,22507,25460
2033,5004,46602,17105,10996,24582,16483
2034,39820,13718,6695,12555,41884,6297
2035,19884,41466,4963,46272,39048,49467
2036,40802,10937,37873,7780,16472,19712
2037,19954,42105,34150,49936,22972,28654
2038,43392,5694,26706,22705,18283,38189
2039,7483,29060,6071,21292,28456,34843
2040,47482,22949,47917,12105,45349,35569
2041,34208,7372,1605,15345,10822,31076
